Waymo May 1, 2025 (PDF)	/portal/file/waymo_05012025-pdf/
Waymo April 26, 2025 (PDF)	/portal/file/waymo_04262025-pdf/
Waymo April 25, 2025 (PDF)	/portal/file/waymo_04252025-pdf/
Zoox April 24, 2025 (PDF)	/portal/file/zoox_04242025-pdf/
Zoox April 4, 2025 Narrative (PDF)	/portal/file/zoox_040425_narrative-pdf/
Zoox April 4, 2025 (PDF)	/portal/file/zoox_040425-pdf/
Pony.ai March 29, 2025 (PDF)	/portal/file/pony-ai_032925-pdf/
Waymo March 28, 2025 (PDF)	/portal/file/waymo_032825-pdf/
Zoox, Inc. March 28, 2025 (PDF)	/portal/file/zoox_032825-pdf/
Waymo March 27, 2025 (PDF)	/portal/file/waymo_032725-pdf/
Waymo March 20, 2025 (PDF)	/portal/file/waymo_032025-pdf/
Waymo March 16, 2025 (PDF)	/portal/file/waymo_03162025-pdf/
Waymo March 14, 2025 (PDF)	/portal/file/waymo_03142025-pdf/
Waymo March 12, 2025 (PDF)	/portal/file/waymo_03122025-pdf/
Zoox February 23, 2025 (PDF)	/portal/file/zoox_022325-pdf/
Zoox February 19, 2025 (PDF)	/portal/file/zoox_02192025-pdf/
Zoox February 18, 2025 (PDF)	/portal/file/zoox_02182025-pdf/
Waymo February 14, 2025 (PDF)	/portal/file/waymo_02142025-pdf/
Mercedes-Benz February 7, 2025 (PDF)	/portal/file/mercedes_020725_redacted-pdf/
AutoX February 5, 2025 (PDF)	/portal/file/autox_020525_redacted-pdf/
Waymo February 3, 2025 (PDF)	/portal/file/waymo_020325-pdf/
Zoox January 29, 2025 (PDF)	/portal/file/zoox_012925_redacted-pdf/
Zoox January 26, 2025 (PDF)	/portal/file/zoox_012625_redacted-pdf/
Waymo January 23, 2025 (PDF)	/portal/file/waymo_012325-pdf/
Zoox January 23, 2025 (PDF)	/portal/file/zoox_012325-pdf/
Waymo January 21, 2025 (PDF)	/portal/file/waymo_012125-pdf/
Zoox January 17, 2025 (PDF)	/portal/file/zoox_011725-pdf/
Waymo January 15, 2025 (PDF)	/portal/file/waymo_011525-pdf/
May Mobility January 14, 2025 (PDF)	/portal/file/may_mobility_011425-pdf/
Waymo January 11, 2025 (2) (PDF)	/portal/file/waymo_011125_2-pdf/
Waymo January 11, 2025 (1) (PDF)	/portal/file/waymo_011125_1-pdf/
Zoox January 8, 2025 (PDF)	/portal/file/zoox_010825-pdf/
Waymo January 7, 2025 (PDF)	/portal/file/waymo_010725-pdf/
Zoox January 4, 2025 (PDF)	/portal/file/zoox_010425-pdf/
Waymo December 27, 2024 (PDF)	/portal/file/waymo_12272024-pdf/
Waymo December 25, 2024 (PDF)	/portal/file/waymo_122524-pdf/
Waymo December 20, 2024 Narrative (B) (PDF)	/portal/file/waymo_12202024b-pdf/
Waymo December 20, 2024 (A) (PDF)	/portal/file/waymo_12202024a-pdf/
Waymo December 20, 2024 (PDF)	/portal/file/waymo_12202024-pdf/
Zoox December 18, 2024 (PDF)	/portal/file/zoox_121824-pdf/
Waymo December 17, 2024 (PDF)	/portal/file/waymo_12172024-pdf/
Waymo December 16, 2024 (PDF)	/portal/file/waymo_121624-pdf/
Waymo December 14, 2024 (PDF)	/portal/file/waymo_121424-pdf/
Pony.ai December 12, 2024 (PDF)	/portal/file/pony-ai_12122024-pdf/
Waymo December 11, 2024 (PDF)	/portal/file/waymo-12112024-pdf/
Zoox December 8, 2024 (PDF)	/portal/file/zoox-12082024-pdf/
Waymo December 2, 2024 (2) (PDF)	/portal/file/waym0_120220242-pdf/
Waymo December 2, 2024 (1) (PDF)	/portal/file/waymo_120220241-pdf/
Waymo November 30, 2024 (PDF)	/portal/file/waymo_11302024-pdf/
WeRide Corp November 27, 2024 (PDF)	/portal/file/weride_11272024-pdf/
Waymo November 27, 2024 (PDF)	/portal/file/waymo_11272024-pdf/
Waymo November 26, 2024 (PDF)	/portal/file/waymo_11262024b-pdf/
Waymo November 26, 2024 (PDF)	/portal/file/waymo_11262024-pdf/
Waymo November 8, 2024 (PDF)	/portal/file/waymo_110824-pdf/
Waymo November 5, 2024 (PDF)	/portal/file/waymo_110524-pdf/
Waymo November 4, 2024 (PDF)	/portal/file/waymo_110424-pdf/
Waymo November 3, 2024 (2) (PDF)	/portal/file/waymo_110324_2-pdf/
Waymo November 3, 2024 (1) (PDF)	/portal/file/waymo_110324_1-pdf/
Zoox October 24, 2024 (PDF)	/portal/file/zoox_102424-pdf/
Waymo October 20, 2024 (PDF)	/portal/file/waymo_102024-pdf/
Waymo October 19, 2024 (PDF)	/portal/file/waymo_101924-pdf/
Waymo October 16, 2024 (PDF)	/portal/file/waymo_101624-pdf/
Waymo October 14, 2024 (PDF)	/portal/file/waymo_101424-pdf/
Zoox October 10, 2024 (PDF)	/portal/file/zoox_101024-pdf/
Zoox October 6, 2024 (PDF)	/portal/file/zoox_100624-pdf/
Waymo October 3, 2024 (PDF)	/portal/file/waymo_10032024-pdf/
Waymo September 29, 2024 (PDF)	/portal/file/waymo_09292024-pdf/
Zoox September 29, 2024 (PDF)	/portal/file/zoox_09292024-pdf/
Waymo September 27, 2024 (PDF)	/portal/file/waymo_092724-pdf/
Waymo September 26, 2024 (PDF)	/portal/file/waymo_092624-pdf/
Waymo September 18, 2024 (PDF)	/portal/file/waymo_09182024-pdf/
Waymo September 13, 2024 (PDF)	/portal/file/waymo_09132024-pdf/
Waymo September 3, 2024 (PDF)	/portal/file/waymo_09032024-pdf/
Zoox September 3, 2024 (PDF)	/portal/file/zoox_09032024-pdf/
Waymo August 30, 2024 (2) (PDF)	/portal/file/waymo_083020242-pdf/
Waymo August 30, 2024 (1) (PDF)	/portal/file/waymo_083020241-pdf/
Waymo August 29, 2024 (PDF)	/portal/file/waymo_08292024-pdf/
Waymo August 20, 2024 (PDF)	/portal/file/waymo_08202024-pdf/
Waymo August 9, 2024 (PDF)	/portal/file/waymo_08092024-pdf/
Zoox August 2, 2024 (PDF)	/portal/file/zoox_08022024-pdf/
Waymo August 1, 2024 (PDF)	/portal/file/waymo_08012024-pdf/
Waymo July 27, 2024 (PDF)	/portal/file/waymo_07272024-pdf/
Zoox July 20, 2024 (A) (PDF)	/portal/file/zoox_07202024a-pdf/
Zoox July 20, 2024 (B) (PDF)	/portal/file/zoox_07202024b-pdf/
Zoox July 20, 2024 (PDF)	/portal/file/zoox_07202024-pdf/
Waymo July 19, 2024 (PDF)	/portal/file/waymo_07192024-pdf/
Waymo July 18, 2024 (PDF)	/portal/file/waymo_07182024-pdf/
Zoox July 16, 2024 (PDF)	/portal/file/zoox_07162024-pdf/
Zoox July 11, 2024 (PDF)	/portal/file/zoox_071124-pdf/
Waymo July 6, 2024 (A) (PDF)	/portal/file/waymo_070624_a-pdf/
Waymo July 6, 2024 (B) (PDF)	/portal/file/waymo_070624_b-pdf/
Waymo July 2, 2024 (PDF)	/portal/file/waymo_07022024-pdf/
WeRide June 21, 2024 (PDF)	/portal/file/weride_06212024-pdf/
Waymo June 11, 2024 (PDF)	/portal/file/waymo_06112024-pdf/
WeRide June 10, 2024 (PDF)	/portal/file/weride_06102024-pdf/
Waymo June 5, 2024 (PDF)	/portal/file/waymo_06052024-pdf/
Waymo June 4, 2024 (PDF)	/portal/file/waymo_06042024-pdf/
Waymo June 3, 2024 (PDF)	/portal/file/waymo_06032024-pdf/
Zoox May 30, 2024 (PDF)	/portal/file/zoox_05302024-pdf/
Nuro May 22, 2024 (PDF)	/portal/file/nuro_052224-pdf/
Waymo May 20, 2024 (PDF)	/portal/file/waymo_052024-pdf/
Waymo May 17, 2024 (PDF)	/portal/file/waymo_051724-pdf/
Pony.ai May 15, 2024 (PDF)	/portal/file/ponyai05152024-pdf/
Waymo May 13, 2024 (PDF)	/portal/file/waymo_05132024-pdf/
Waymo May 8, 2024 (PDF)	/portal/file/waymo_05082024-pdf/
Zoox April 28, 2024 (PDF)	/portal/file/zoox_042824-pdf/
Pony.ai April 23, 2024 (PDF)	/portal/file/pony-ai_04232024-pdf/
Zoox April 17, 2024 (PDF)	/portal/file/zoox_04172024-pdf/
Waymo April 13, 2024 (PDF)	/portal/file/waymo_04132024-pdf/
Waymo April 11, 2024 (PDF)	/portal/file/waymo_04112024-pdf/
Zoox April 2, 2024 (PDF)	/portal/file/zoox_040224-pdf/
Waymo March 30, 2024 (PDF)	/portal/file/waymo_033024-pdf/
Waymo March 28, 2024 (PDF)	/portal/file/waymo_032824-pdf/
Waymo March 22, 2024 (PDF)	/portal/file/waymo_032224_amended_redacted-pdf/
Waymo March 19, 2024 (PDF)	/portal/file/waymo_031924-pdf/
Zoox March 18, 2024 (PDF)	/portal/file/zoox_031824-pdf/
Waymo March 14, 2024 (PDF)	/portal/file/waymo_03142024-pdf/
Nuro March 12, 2024 (PDF)	/portal/file/nuro_031224-pdf/
Waymo March 8, 2024 (PDF)	/portal/file/waymo_03082024-pdf/
Waymo March 3, 2024 (PDF)	/portal/file/waymo_03032024-pdf/
Waymo March 2, 2024 (PDF)	/portal/file/waymo_03022024-pdf/
Zoox February 22, 2024 (1) (PDF)	/portal/file/zoox_022220241-pdf/
Zoox February 22, 2024 (2) (PDF)	/portal/file/zoox_022220242-pdf/
Waymo February 18, 2024 (PDF)	/portal/file/waymo_021824-pdf/
Apple February 15, 2024 (PDF)	/portal/file/apple_021524-pdf/
Waymo February 5, 2024 (PDF)	/portal/file/waymo_02052024-pdf/
Waymo January 31, 2024 (PDF)	/portal/file/waymo_013124-pdf/
Nuro January 31, 2024 (PDF)	/portal/file/nuro_013124-pdf/
Apple January 26, 2024 (PDF)	/portal/file/apple_012624-pdf/
WeRide January 17, 2024 (PDF)	/portal/file/weride01172024-pdf/
Zoox January 15, 2024 (PDF)	/portal/file/zoox_01152024-pdf/
Nuro January 12, 2024 (PDF)	/portal/file/nuro_0111122024-pdf/
Zoox January 11, 2024 (1) (PDF)	/portal/file/zoox_011120241-pdf/
Zoox January 11, 2024 (2) (PDF)	/portal/file/zoox_011120242-pdf/
Ghost Autonomy Inc January 11, 2024 (PDF)	/portal/file/ghostautonomy01112024-pdf/
Waymo January 8, 2024 (PDF)	/portal/file/waymo_01082024-pdf/
Zoox January 1, 2024 (A) (PDF)	/portal/file/zoox_01012024a-pdf/
Zoox January 1, 2024 (B) (PDF)	/portal/file/zoox_01012024b-pdf/
Mercedes Benz, November 29, 2023 (PDF)	/portal/file/mercedes_benz_11292023-pdf/
Nuro November 27, 2023 (PDF)	/portal/file/nuro_11272023-pdf/
Waymo November 22, 2023 (PDF)	/portal/file/waymo_11222023-pdf/
Waymo November 3, 2023 (PDF)	/portal/file/waymo_11032023-pdf/
Cruise October 27, 2023 (PDF)	/portal/file/cruise_10272023-pdf/
Waymo October 26, 2023 (PDF)	/portal/file/waymo_10262023-pdf/
Apple October 23, 2023 (PDF)	/portal/file/apple_10232023-pdf/
Waymo October 17, 2023 (PDF)	/portal/file/waymo_101723-pdf/
Apollo Autonomous Driving October 16, 2023 (PDF)	/portal/file/apollo_101623-pdf/
Apple October 13, 2023 (PDF)	/portal/file/apple_101323-pdf/
Zoox October 12, 2023 (PDF)	/portal/file/zoox_101223-pdf/
Cruise October 6, 2023 (PDF)	/portal/file/cruise_10062023-pdf/
Waymo September 30, 2023 (PDF)	/portal/file/waymo_09302023-pdf/
Apple September 29, 2023 (PDF)	/portal/file/apple_09292023-pdf/
Cruise September 25, 2023 (PDF)	/portal/file/cruise_09252023-pdf/
Cruise September 27, 2023 (PDF)	/portal/file/cruise_09272023-pdf/
WeRide September 28, 2023 (PDF)	/portal/file/weride_09282023-pdf/
Apple September 26, 2023 (PDF)	/portal/file/apple_09262023-pdf/
Pony.ai September 15, 2023 (PDF)	/portal/file/pony-ai_09152023-pdf/
Waymo September 11, 2023 (PDF)	/portal/file/waymo_09112023-pdf/
Apollo Autonomous Driving September 6, 2023 (PDF)	/portal/file/apollo_autonomous_driving_09062023-pdf/
Apollo Autonomous Driving June 29, 2023 (PDF)	/portal/file/apollo_autonomous_driving_06292023-pdf/
Cruise September 11, 2023 (PDF)	/portal/file/cruise_09112023-pdf/
